offline_policy,online_policy,policy,n_cores,u_per_core,seed,n_tasks,total_utilization,solve_seconds,sim_seconds,offline_feasible,n_hard_jobs,n_soft_jobs,hard_miss_ratio,soft_miss_ratio,deadline_miss_ratio,acceptance_ratio,qos_mean,qos_weighted,qos_accepted,soft_response_mean_ticks,schedulable,energy_j,mean_chip_power_w,peak_chip_power_w,tdp_w,tdp_violation_ratio,mean_core_power_w,mean_core_busy_ratio,mean_core_level,sim_steps,horizon_ticks,tasks_per_core
ga,slack,ga+slack,16,0.85,1,32,13.59999,1.6775374410008226,0.054535101999135804,True,258,78,0.0,0.9102564102564102,0.2113095238095238,1.0,0.09257839414924177,0.09257839414924177,0.09257839414924177,50591.416666666664,True,11.781099620202028,58.905498101010146,58.94802571166208,59.2,0.0,3.5565936313131328,0.9992109375,88.125,383,200000,2
ga,slack,ga+slack,16,0.85,2,32,13.60005,0.6347052170003735,0.03509034499984409,True,229,94,0.0,0.8085106382978723,0.23529411764705882,1.0,0.20140452520123137,0.20140452520123137,0.20140452520123137,23879.923076923078,True,11.857025629384752,59.28512814692377,59.30064279155189,59.2,0.995485,3.580320509182737,0.9997178125,88.125,373,200000,2
ga,slack,ga+slack,16,0.85,3,32,13.600025,0.969806826000422,0.036826120000114315,True,187,84,0.0,0.8214285714285714,0.25461254612546125,1.0,0.20445751189085123,0.20445751189085123,0.20445751189085123,32541.28125,True,12.020075016345276,60.10037508172638,60.11496786042241,59.2,0.994095,3.6312734426078976,0.9996309375,88.75,327,200000,2
ga,slack,ga+slack,16,0.85,4,32,13.600055,0.8126214650001202,0.03628845800085401,True,232,90,0.0,0.7666666666666667,0.21428571428571427,1.0,0.23563558295533338,0.23563558295533338,0.23563558295533338,22190.866666666665,True,11.782790346005529,58.91395173002765,58.94802571166208,59.2,0.0,3.5571219831267205,0.9993503125000001,88.125,376,200000,2
ga,slack,ga+slack,16,0.85,5,32,13.59999,0.6270812799994019,0.030580153999835602,True,213,75,0.0,0.84,0.21875,1.0,0.1654597614977859,0.1654597614977859,0.1654597614977859,31324.88888888889,True,11.843723265013779,59.2186163250689,59.24738292011019,59.2,0.992505,3.5761635203168045,0.9993315625,87.5,322,200000,2
ga,slack,ga+slack,16,0.85,6,32,13.599975,0.6427887940008077,0.03784529499898781,True,216,101,0.0,0.8712871287128713,0.277602523659306,1.0,0.1351391797422355,0.1351391797422355,0.1351391797422355,38957.57692307692,True,11.807614334251609,59.038071671258045,59.06556473829202,59.2,0.0,3.5648794794536256,0.9994259375000001,88.125,367,200000,2
ga,slack,ga+slack,16,0.85,7,32,13.59996,0.6421093750013824,0.03532403399913164,True,223,93,0.0,0.8279569892473119,0.24367088607594936,1.0,0.17487575414165815,0.17487575414165815,0.17487575414165815,29911.85185185185,True,11.78189594527089,58.909479726354455,58.94802571166208,59.2,0.0,3.5568424828971525,0.9991715624999999,88.125,367,200000,2
ga,slack,ga+slack,16,0.95,0,32,15.19998,0.6308416609990672,0.023369598000499536,True,164,75,0.0,0.8266666666666667,0.2594142259414226,1.0,0.21002284756941253,0.21002284756941253,0.21002284756941253,23813.37037037037,True,14.303316889256205,71.51658444628103,71.5305785123967,59.2,1.0,4.344786527892561,0.9997246875,98.125,276,200000,2
ga,slack,ga+slack,16,0.95,1,32,15.199955,0.6209726389988646,0.034009524000794045,False,234,100,0.008547008547008548,0.84,0.25748502994011974,1.0,0.16,0.16,0.16,19241.285714285714,False,14.138739603305774,70.69369801652888,70.70743801652893,59.2,1.0,4.2933561260330615,0.9997853125,97.5,358,200000,2
ga,slack,ga+slack,16,0.95,2,32,15.20004,0.630037994000304,0.03674700800002029,True,298,80,0.0,0.85,0.17989417989417988,1.0,0.15,0.15,0.15,22524.470588235294,True,13.999528618549133,69.99764309274568,70.00183654729109,59.2,1.0,4.249852693296602,0.9999175,96.875,366,200000,2
ga,slack,ga+slack,16,0.95,3,32,15.199925,0.9090982760008046,0.024250213000414078,True,192,79,0.0,0.7848101265822784,0.22878228782287824,1.0,0.2301023551384349,0.2301023551384349,0.2301023551384349,12232.739130434782,True,14.160872863177216,70.80436431588609,70.82497704315887,59.2,1.0,4.300272769742885,0.9996071875,97.5,278,200000,2
ga,slack,ga+slack,16,0.95,4,32,15.20006,1.135900514000241,0.04238925099889457,False,194,82,0.015463917525773196,0.8536585365853658,0.2644927536231884,1.0,0.1553270431953163,0.1553270431953163,0.1553270431953163,26916.619047619046,False,13.974981761983464,69.87490880991733,69.88429752066116,59.2,1.0,4.242181800619834,0.999818125,96.875,307,200000,2
ga,slack,ga+slack,16,0.95,5,32,15.20001,0.6264738390000275,0.03063302800001111,True,250,76,0.0,0.8026315789473685,0.18711656441717792,1.0,0.21802806773964173,0.21802806773964173,0.21802806773964173,17072.96,True,14.139303603305788,70.69651801652894,70.70743801652893,59.2,1.0,4.293532376033058,0.999829375,97.5,334,200000,2
ga,slack,ga+slack,16,0.95,6,32,15.20006,0.6391958710009931,0.029396063000604045,False,194,96,0.010309278350515464,0.875,0.296551724137931,1.0,0.1382429843623061,0.1382429843623061,0.1382429843623061,31643.0,False,14.14148760330578,70.70743801652891,70.70743801652893,59.2,1.0,4.294214876033057,1.0,97.5,294,200000,2
ga,slack,ga+slack,16,0.95,7,32,15.2,0.6201169359992491,0.03274650200000906,False,223,93,0.03587443946188341,0.8279569892473119,0.2689873417721519,1.0,0.17664034531135925,0.17664034531135925,0.17664034531135925,23563.0,False,14.130826366942134,70.65413183471068,70.70743801652893,59.2,1.0,4.290883239669421,0.9991571875,97.5,362,200000,2
ga,slack,ga+slack,16,1.0,0,32,15.99994,0.616526709000027,0.02264940999884857,False,164,75,0.16463414634146342,0.96,0.41422594142259417,1.0,0.04,0.04,0.04,51580.666666666664,False,14.799999999999992,73.99999999999997,74.0,59.2,1.0,4.499999999999999,1.0,100.0,246,200000,2
ga,slack,ga+slack,16,1.0,1,32,16.00012,1.6696586750003917,0.049165033000463154,False,234,100,0.0641025641025641,0.95,0.32934131736526945,1.0,0.05,0.05,0.05,52125.3,False,14.799999999999994,73.99999999999997,74.0,59.2,1.0,4.499999999999995,1.0,100.0,317,200000,2
ga,slack,ga+slack,16,1.0,2,32,15.99999,1.671412045998295,0.05196087600052124,False,298,80,0.06040268456375839,0.9875,0.2566137566137566,1.0,0.017260311796440254,0.017260311796440254,0.017260311796440254,58702.4,False,14.799999999999994,73.99999999999997,74.0,59.2,1.0,4.500000000000001,1.0,100.0,346,200000,2
ga,slack,ga+slack,16,1.0,3,32,15.99998,1.6638533460009057,0.03734398400047212,False,192,79,0.08333333333333333,0.9493670886075949,0.33579335793357934,1.0,0.06575265756195058,0.06575265756195058,0.06575265756195058,30197.41176470588,False,14.635371900826454,73.17685950413228,73.17685950413224,59.2,1.0,4.448553719008265,1.0,99.375,260,200000,2
ga,slack,ga+slack,16,1.0,4,32,16.00002,1.66873232099897,0.04110195300017949,False,194,82,0.14948453608247422,0.9390243902439024,0.38405797101449274,1.0,0.06198452784348827,0.06198452784348827,0.06198452784348827,37574.916666666664,False,14.79999999999999,73.99999999999996,74.0,59.2,1.0,4.499999999999997,1.0,100.0,283,200000,2
ga,slack,ga+slack,16,1.0,5,32,16.000015,1.6552680149998196,0.044626963999689906,False,250,76,0.064,0.9605263157894737,0.27300613496932513,1.0,0.039473684210526314,0.039473684210526314,0.039473684210526314,38753.6,False,14.799999999999992,73.99999999999997,74.0,59.2,1.0,4.4999999999999964,1.0,100.0,298,200000,2
ga,slack,ga+slack,16,1.0,6,32,15.999915,0.7496739069993055,0.028337450999970315,False,194,96,0.09278350515463918,1.0,0.3931034482758621,1.0,0.014101299644162279,0.014101299644162279,0.014101299644162279,64773.8,False,14.470743801652894,72.35371900826448,72.35371900826446,59.2,1.0,4.397107438016529,1.0,98.75,267,200000,2
ga,slack,ga+slack,16,1.0,7,32,15.999995,0.746032450999337,0.03522240399979637,False,246,74,0.08536585365853659,0.9864864864864865,0.29375,1.0,0.013797532303995616,0.013797532303995616,0.013797532303995616,47340.166666666664,False,14.799999999999997,73.99999999999999,74.0,59.2,1.0,4.499999999999997,1.0,100.0,328,200000,2
ga,slack,ga+slack,32,0.25,0,64,7.999885,0.6511147569999594,0.06709161599974323,True,418,153,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6615.888888888889,True,10.26008915224977,51.30044576124886,73.33516988062442,116.80000000000001,0.0,1.5406389300390275,0.4430596875,66.25,747,200000,2
ga,slack,ga+slack,32,0.25,1,64,7.999945,0.6773934050015669,0.07864226500169025,True,397,182,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6273.780219780219,True,10.291750041138647,51.458750205693235,73.75426997245178,116.80000000000001,0.0,1.5455859439279143,0.46640218749999995,66.5625,780,200000,2
ga,slack,ga+slack,32,0.25,2,64,7.99995,0.7338137080005254,0.10983647299872246,True,540,204,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6368.8725490196075,True,10.584997954820926,52.92498977410463,75.76161616161615,116.80000000000001,0.0,1.5914059304407704,0.49100906250000004,66.25,970,200000,2
ga,slack,ga+slack,32,0.25,3,64,8.00006,0.6601686989997688,0.07646261199988658,True,420,178,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5953.943820224719,True,10.23406958383838,51.170347919191904,72.1763085399449,116.80000000000001,0.0,1.5365733724747461,0.45654046875000004,67.1875,799,200000,2
ga,slack,ga+slack,32,0.25,4,64,7.999765,1.2046623229998659,0.11036747199977981,True,525,165,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6926.842424242424,True,10.478210705234165,52.39105352617083,70.27217630853994,116.80000000000001,0.0,1.574720422692836,0.45298843749999995,65.9375,878,200000,2
ga,slack,ga+slack,32,0.25,5,64,7.999855,0.6500494409992825,0.08066718900045089,True,420,191,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6346.507853403142,True,10.804328839669415,54.021644198347076,75.54637281910009,116.80000000000001,0.0,1.625676381198347,0.46231343750000004,67.8125,824,200000,2
ga,slack,ga+slack,32,0.25,6,64,7.999915,0.8630096359993331,0.08855482900071365,True,431,189,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5765.608465608466,True,10.438391749127636,52.19195874563818,75.4258953168044,116.80000000000001,0.0,1.568498710801194,0.46238484375,67.5,833,200000,2
ga,slack,ga+slack,32,0.25,7,64,8.000145,0.6503243349998229,0.07900326999879326,True,456,176,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5885.5625,True,10.369892485583092,51.84946242791546,73.4119375573921,116.80000000000001,0.0,1.55779570087236,0.4539959375,67.5,829,200000,2
ga,slack,ga+slack,32,0.5,0,64,15.9999,0.6666908290007996,0.08693884499916749,True,469,174,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5830.8218390804595,True,16.472143866299376,82.36071933149688,101.02038567493112,116.80000000000001,0.0,2.5112724791092758,0.7106678125,79.0625,839,200000,2
ga,slack,ga+slack,32,0.5,1,64,16.0001,0.6332273530006205,0.08743006300028355,True,397,182,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6275.818681318681,True,16.093656809550055,80.46828404775027,97.0457300275482,116.80000000000001,0.0,2.452133876492194,0.7530528125,75.625,784,200000,2
ga,slack,ga+slack,32,0.5,2,64,16.000125,0.6961842459986656,0.11308294199989177,True,540,204,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6424.848039215686,True,16.811572787878788,84.05786393939394,101.46115702479338,116.80000000000001,0.0,2.5643082481060606,0.75477921875,77.1875,972,200000,2
ga,slack,ga+slack,32,0.5,3,64,15.999905,0.6547153360006632,0.10457184300139488,True,562,180,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5699.988888888889,True,16.154449006427892,80.77224503213947,99.20514233241505,116.80000000000001,0.0,2.461632657254361,0.73445140625,77.8125,946,200000,2
ga,slack,ga+slack,32,0.5,4,64,15.99989,1.67957522100005,0.1305692670011922,True,368,180,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6126.961111111111,True,16.37078404444442,81.8539202222221,99.53902662993572,116.80000000000001,0.0,2.4954350069444424,0.7315696875,76.875,751,200000,2
ga,slack,ga+slack,32,0.5,5,64,15.999865,1.7147880510001414,0.15324330700059363,True,530,180,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5392.577777777778,True,16.28395011900827,81.41975059504136,103.55996326905418,116.80000000000001,0.0,2.4818672060950386,0.7157390625,80.3125,914,200000,2
ga,slack,ga+slack,32,0.5,6,64,16.0,1.7153334129998257,0.13533930400080862,True,428,176,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5762.8125,True,16.37052046574839,81.85260232874195,103.07952249770432,116.80000000000001,0.0,2.495393822773185,0.7146035937499999,79.0625,803,200000,2
ga,slack,ga+slack,32,0.5,7,64,16.00014,0.6589266899991344,0.08971155699873634,True,466,182,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6155.258241758242,True,16.5846438277319,82.9232191386595,101.15629017447199,116.80000000000001,0.0,2.5288505980831046,0.72107046875,77.8125,852,200000,2
ga,slack,ga+slack,32,0.75,0,64,23.999855,1.7211891549995926,0.15981589299917687,True,543,161,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3439.136645962733,True,22.013069554820937,110.0653477741047,116.63911845730028,116.80000000000001,0.0,3.377042117940771,0.9429140625,87.8125,887,200000,2
ga,slack,ga+slack,32,0.75,1,64,24.000055,1.7419988769997872,0.20203468699946825,True,585,201,0.0,0.04975124378109453,0.01272264631043257,1.0,0.9510020981082937,0.9510020981082937,0.9510020981082937,4208.818652849741,True,22.313877733700636,111.5693886685032,116.21303948576676,116.80000000000001,0.0,3.4240433958907244,0.9635959375,87.5,1009,200000,2
ga,slack,ga+slack,32,0.75,2,64,23.99987,0.8683448909996514,0.17888211300123658,True,520,168,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3788.279761904762,True,22.203302686134062,111.01651343067032,116.10431588613407,116.80000000000001,0.0,3.406766044708446,0.9516059375,87.8125,853,200000,2
ga,slack,ga+slack,32,0.75,3,64,23.999985,0.6372497599986673,0.08180794100007915,True,358,164,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3941.3231707317073,True,22.270313629384738,111.3515681469237,116.68833792470156,116.80000000000001,0.0,3.417236504591369,0.95142828125,87.1875,694,200000,2
ga,slack,ga+slack,32,0.75,4,64,23.999945,1.0361584269994637,0.10560293599883153,True,504,170,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3709.9058823529413,True,22.26578515335171,111.32892576675856,116.62112029384757,116.80000000000001,0.0,3.4165289302111996,0.948771875,87.5,831,200000,2
ga,slack,ga+slack,32,0.75,5,64,23.99997,0.6570790790010506,0.11798787199950311,True,523,193,0.0,0.06217616580310881,0.01675977653631285,1.0,0.9429836630807877,0.9429836630807877,0.9429836630807877,4349.608695652174,True,22.50315114820936,112.5157557410468,116.76547291092746,116.80000000000001,0.0,3.4536173669077135,0.9606421875,87.8125,923,200000,2
ga,slack,ga+slack,32,0.75,6,64,23.999975,0.6765139409999392,0.14432666700122354,True,517,173,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3774.0867052023123,True,22.45427147584942,112.2713573792471,116.77024793388429,116.80000000000001,0.0,3.44597991810147,0.9586557812500001,86.875,882,200000,2
ga,slack,ga+slack,32,0.75,7,64,23.999855,0.6514802659985435,0.1342926150009589,True,474,175,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3585.982857142857,True,22.15950521248851,110.79752606244257,116.07750229568411,116.80000000000001,0.0,3.3999226894513295,0.954050625,87.5,844,200000,2
ga,slack,ga+slack,32,0.85,0,64,27.1999,0.653789150999728,0.14789180799925816,True,510,167,0.0,0.6586826347305389,0.16248153618906944,1.0,0.36717380575679015,0.36717380575679015,0.36717380575679015,19363.081395348836,True,23.816986971166198,119.084934855831,119.18861340679523,116.80000000000001,0.981065,3.6589042142447195,0.9988471875,89.375,708,200000,2
ga,slack,ga+slack,32,0.85,1,64,27.19978,0.6485108029992261,0.16137015400090604,True,480,178,0.0,0.702247191011236,0.1899696048632219,1.0,0.32275688923600704,0.32275688923600704,0.32275688923600704,16763.73076923077,True,23.588865742516084,117.94432871258043,118.1303948576676,116.80000000000001,0.976105,3.623260272268139,0.99811296875,89.0625,725,200000,2
ga,slack,ga+slack,32,0.85,2,64,27.199915,0.6815950489999523,0.12652484600039315,True,520,168,0.0,0.8035714285714286,0.19622093023255813,1.0,0.22971291890074447,0.22971291890074447,0.22971291890074447,24786.04411764706,True,23.62315075555554,118.1157537777777,118.24793388429752,116.80000000000001,0.97038,3.6286173055555544,0.99856515625,89.0625,742,200000,2
ga,slack,ga+slack,32,0.85,3,64,27.20005,0.7079643120014225,0.09578749499996775,True,358,164,0.0,0.5487804878048781,0.1724137931034483,1.0,0.4584133937574238,0.4584133937574238,0.4584133937574238,10665.266666666666,True,24.125283869605134,120.62641934802568,120.93480257116622,116.80000000000001,0.972005,3.707075604625802,0.99682203125,90.0,601,200000,2
ga,slack,ga+slack,32,0.85,4,64,27.200025,1.7296581430000515,0.1824386010011949,True,504,170,0.0,0.6882352941176471,0.17359050445103857,1.0,0.31627563549115534,0.31627563549115534,0.31627563549115534,17469.909090909092,True,23.66423954233242,118.32119771166211,118.4830119375574,116.80000000000001,0.96796,3.6350374284894396,0.9983690625,89.0625,708,200000,2
ga,slack,ga+slack,32,0.85,5,64,27.199885,0.6921205340004235,0.11279603599905386,True,458,160,0.0,0.74375,0.1925566343042071,1.0,0.26994738667848406,0.26994738667848406,0.26994738667848406,17334.087719298244,True,23.3145364279155,116.57268213957751,116.70119375573921,116.80000000000001,0.0,3.5803963168618007,0.99882890625,88.125,650,200000,2
ga,slack,ga+slack,32,0.85,6,64,27.199935,0.6611665110012837,0.12146795400076371,True,441,179,0.0,0.8379888268156425,0.24193548387096775,1.0,0.17576060163626625,0.17576060163626625,0.17576060163626625,29937.285714285714,True,23.267331942699744,116.33665971349873,116.3662075298439,116.80000000000001,0.0,3.5730206160468296,0.99966125,88.125,666,200000,2
ga,slack,ga+slack,32,0.85,7,64,27.199985,0.6643803979986842,0.12241133399948012,True,484,174,0.0,0.8735632183908046,0.23100303951367782,1.0,0.13856255329196485,0.13856255329196485,0.13856255329196485,32784.54,True,23.407145701377406,117.03572850688704,117.12727272727274,116.80000000000001,0.977315,3.5948665158402173,0.9990910937499999,88.125,687,200000,2
ga,slack,ga+slack,32,0.95,0,64,30.39987,0.6544795339996199,0.11612136000076134,True,510,167,0.0,0.7425149700598802,0.1831610044313146,1.0,0.27328627576872944,0.27328627576872944,0.27328627576872944,20895.333333333332,True,28.36663950413221,141.83319752066106,141.88429752066116,116.80000000000001,1.0,4.369787422520662,0.9996007812500001,98.4375,696,200000,2
ga,slack,ga+slack,32,0.95,1,64,30.399905,1.5135327940006391,0.11460007799905725,True,480,178,0.0,0.7752808988764045,0.20972644376899696,1.0,0.22923206026674184,0.22923206026674184,0.22923206026674184,24994.55737704918,True,28.193343262809947,140.96671631404973,141.0611570247934,116.80000000000001,1.0,4.342709884814044,0.99922125,98.125,698,200000,2
ga,slack,ga+slack,32,0.95,2,64,30.39995,1.6142684740007098,0.11277739999968617,False,520,168,0.01730769230769231,0.8154761904761905,0.21220930232558138,1.0,0.2027507388225742,0.2027507388225742,0.2027507388225742,24838.98245614035,False,28.19431648595042,140.97158242975212,141.0611570247934,116.80000000000001,1.0,4.342861950929749,0.999263125,98.125,701,200000,2
ga,slack,ga+slack,32,0.95,3,64,30.40012,1.5154797060004057,0.09057758800008742,True,358,164,0.0,0.7195121951219512,0.2260536398467433,1.0,0.29454230902622025,0.29454230902622025,0.29454230902622025,16198.333333333334,True,28.353585510743784,141.76792755371892,141.88429752066116,116.80000000000001,1.0,4.367747736053719,0.9990525,98.4375,566,200000,2
ga,slack,ga+slack,32,0.95,4,64,30.3999,0.6990224059991306,0.1165759010000329,True,504,170,0.0,0.6411764705882353,0.16172106824925817,1.0,0.3844205161845306,0.3844205161845306,0.3844205161845306,15953.720430107527,True,29.13271999999998,145.66359999999992,146.0,116.80000000000001,1.0,4.489487499999998,0.997371875,100.0,718,200000,2
ga,slack,ga+slack,32,0.95,5,64,30.40021,1.6388883119998354,0.09474257900001248,True,458,160,0.0,0.6625,0.1715210355987055,1.0,0.34184763491389686,0.34184763491389686,0.34184763491389686,9580.128571428571,True,28.364053689256195,141.82026844628098,141.88429752066116,116.80000000000001,1.0,4.369383388946277,0.999495625,98.4375,643,200000,2
ga,slack,ga+slack,32,0.95,6,64,30.399865,0.6434886349998123,0.1201796369987278,True,441,179,0.0,0.7821229050279329,0.22580645161290322,1.0,0.22385153846924075,0.22385153846924075,0.22385153846924075,22621.589285714286,True,28.20641139834711,141.03205699173557,141.0611570247934,116.80000000000001,1.0,4.344751780991731,0.99971375,98.125,659,200000,2
ga,slack,ga+slack,32,0.95,7,64,30.399905,1.5212719929986633,0.11087244500049565,True,484,174,0.0,0.764367816091954,0.20212765957446807,1.0,0.24968335821878404,0.24968335821878404,0.24968335821878404,26264.385714285716,True,28.671259596694174,143.35629798347088,143.5305785123967,116.80000000000001,1.0,4.417384311983471,0.9986296875,99.0625,707,200000,2
ga,slack,ga+slack,32,1.0,0,64,32.00012,0.6778344159993139,0.15177908499936166,False,510,167,0.10784313725490197,0.9041916167664671,0.30428360413589367,1.0,0.10765425381914347,0.10765425381914347,0.10765425381914347,19841.0,False,29.199671999999975,145.99835999999988,146.0,116.80000000000001,1.0,4.49994875,0.9999871874999999,100.0,634,200000,2
ga,slack,ga+slack,32,1.0,1,64,31.99991,0.663942101999055,0.1176154349996068,False,480,178,0.20416666666666666,0.9044943820224719,0.39361702127659576,1.0,0.10168349105685257,0.10168349105685257,0.10168349105685257,31095.176470588234,False,29.192928000000016,145.9646400000001,146.0,116.80000000000001,1.0,4.498895000000003,0.99972375,100.0,644,200000,2
ga,slack,ga+slack,32,1.0,2,64,32.000189999999996,0.6579424680003285,0.11332314199898974,False,520,168,0.1673076923076923,0.9226190476190477,0.35174418604651164,1.0,0.09184291990422419,0.09184291990422419,0.09184291990422419,37414.875,False,29.196479999999973,145.98239999999987,146.0,116.80000000000001,1.0,4.499449999999996,0.9998625,100.0,663,200000,2
ga,slack,ga+slack,32,1.0,3,64,32.000015,0.6427127599999949,0.09000363999984984,False,358,164,0.1452513966480447,0.9817073170731707,0.40804597701149425,1.0,0.01842497070052161,0.01842497070052161,0.01842497070052161,57037.27272727273,False,28.541487603305786,142.70743801652895,142.70743801652893,116.80000000000001,1.0,4.39710743801653,1.0,98.75,492,200000,2
ga,slack,ga+slack,32,1.0,4,64,31.999915,0.6678620479997335,0.1532822170011059,False,504,170,0.0496031746031746,1.0,0.2893175074183976,1.0,0.0,0.0,0.0,69118.125,False,29.199999999999974,145.9999999999999,146.0,116.80000000000001,1.0,4.499999999999999,1.0,100.0,613,200000,2
ga,slack,ga+slack,32,1.0,5,64,32.000055,0.6472427159988001,0.10167986700071197,False,458,160,0.06768558951965066,0.93125,0.2912621359223301,1.0,0.06875,0.06875,0.06875,37590.4,False,29.196759999999976,145.9837999999999,146.0,116.80000000000001,1.0,4.499493750000001,0.9998734375,100.0,564,200000,2
ga,slack,ga+slack,32,1.0,6,64,31.999945,0.6525616199996875,0.10420352799883403,False,441,179,0.12698412698412698,0.9497206703910615,0.36451612903225805,1.0,0.05757579399244214,0.05757579399244214,0.05757579399244214,47541.07692307692,False,29.200000000000003,146.00000000000003,146.0,116.80000000000001,1.0,4.499999999999994,1.0,100.0,605,200000,2
ga,slack,ga+slack,32,1.0,7,64,31.999875,0.6357033300009789,0.1047342239999125,False,484,174,0.1652892561983471,0.9712643678160919,0.378419452887538,1.0,0.028735632183908046,0.028735632183908046,0.028735632183908046,37161.666666666664,False,29.199999999999957,145.9999999999998,146.0,116.80000000000001,1.0,4.4999999999999964,1.0,100.0,604,200000,2
ga,slack,ga+slack,8,0.25,0,24,2.00001,0.6580584549992636,0.00689683099881222,True,111,34,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5587.058823529412,True,2.8712861046831955,14.356430523415979,22.26446280991735,30.400000000000002,0.0,1.5445538154269973,0.41160625,70.0,203,200000,3
ga,slack,ga+slack,8,0.25,1,24,2.000015,1.634984878999603,0.01632925299963972,True,163,54,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4807.074074074074,True,2.954151250688705,14.770756253443526,22.26446280991735,30.400000000000002,0.0,1.596344531680441,0.46199999999999997,70.0,295,200000,3
ga,slack,ga+slack,8,0.25,2,24,2.0,1.6556891680011177,0.011631356001089443,True,128,38,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4516.578947368421,True,2.833748055096418,14.168740275482092,22.26446280991735,30.400000000000002,0.0,1.5210925344352617,0.4068375,70.0,228,200000,3
ga,slack,ga+slack,8,0.25,3,24,1.99995,1.6605839069998183,0.013630433000798803,True,191,34,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5213.0,True,2.8567191184572978,14.28359559228649,22.26446280991735,30.400000000000002,0.0,1.5354494490358122,0.4066125,70.0,282,200000,3
ga,slack,ga+slack,8,0.25,4,24,2.00015,0.6086785530005727,0.009408717000042088,True,169,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5234.731707317073,True,2.9143221377410473,14.571610688705238,22.26446280991735,30.400000000000002,0.0,1.571451336088154,0.4285575,70.0,275,200000,3
ga,slack,ga+slack,8,0.25,5,24,1.99986,0.616282537999723,0.009219681998729357,True,194,40,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4766.725,True,2.863423338842976,14.317116694214882,22.26446280991735,30.400000000000002,0.0,1.539639586776861,0.41787625,70.0,298,200000,3
ga,slack,ga+slack,8,0.25,6,24,1.9999500000000001,1.631273297000007,0.01344550999965577,True,184,40,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4968.375,True,2.8726909862258942,14.363454931129473,22.26446280991735,30.400000000000002,0.0,1.545431866391184,0.423386875,70.0,272,200000,3
ga,slack,ga+slack,8,0.25,7,24,1.9998799999999999,1.6332564519998414,0.015084482998645399,True,204,36,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5417.805555555556,True,2.868273851239667,14.341369256198336,22.26446280991735,30.400000000000002,0.0,1.542671157024794,0.42088875000000003,70.0,300,200000,3
ga,slack,ga+slack,8,0.5,0,24,3.999945,1.6709851899995556,0.010416031000204384,True,111,34,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5506.382352941177,True,4.571666600550961,22.858333002754808,30.132231404958677,30.400000000000002,0.0,2.6072916253443523,0.63702125,85.0,203,200000,3
ga,slack,ga+slack,8,0.5,1,24,3.999985,0.61448871399989,0.011631039998974302,True,163,54,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4540.685185185185,True,4.666201608815424,23.331008044077123,30.132231404958677,30.400000000000002,0.0,2.6663760055096426,0.6845825,85.0,295,200000,3
ga,slack,ga+slack,8,0.5,2,24,4.00003,0.6245628870001383,0.007912609999038978,True,128,38,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4381.921052631579,True,4.517688484848485,22.588442424242427,30.132231404958677,30.400000000000002,0.0,2.5735553030303038,0.6363025,85.0,228,200000,3
ga,slack,ga+slack,8,0.5,3,24,3.99998,0.6083501180000894,0.009406840999872657,True,191,34,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4816.617647058823,True,4.552830853994491,22.764154269972458,30.132231404958677,30.400000000000002,0.0,2.5955192837465546,0.63310125,85.0,283,200000,3
ga,slack,ga+slack,8,0.5,4,24,4.0,0.6304531429996132,0.009233876999132917,True,169,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5069.024390243902,True,4.586441575757576,22.93220787878788,30.132231404958677,30.400000000000002,0.0,2.6165259848484856,0.660851875,85.0,275,200000,3
