offline_policy,online_policy,policy,n_cores,u_per_core,seed,n_tasks,total_utilization,solve_seconds,sim_seconds,offline_feasible,n_hard_jobs,n_soft_jobs,hard_miss_ratio,soft_miss_ratio,deadline_miss_ratio,acceptance_ratio,qos_mean,qos_weighted,qos_accepted,soft_response_mean_ticks,schedulable,energy_j,mean_chip_power_w,peak_chip_power_w,tdp_w,tdp_violation_ratio,mean_core_power_w,mean_core_busy_ratio,mean_core_level,sim_steps,horizon_ticks,tasks_per_core
ga,slack,ga+slack,32,0.25,3,96,7.999885,0.6612701329995616,0.10910841100121615,True,718,173,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5990.346820809248,True,10.243946936639096,51.21973468319548,77.28668503213957,116.80000000000001,0.0,1.53811670884986,0.46167953125,66.875,1085,200000,3
ga,slack,ga+slack,32,0.25,4,96,8.00001,0.6672841810013779,0.09878010799911863,True,610,155,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5679.148387096774,True,9.898039240036727,49.49019620018364,77.45895316804406,116.80000000000001,0.0,1.4840686312557376,0.44813312499999997,66.5625,939,200000,3
ga,slack,ga+slack,32,0.25,5,96,8.00012,1.7497774300009041,0.16849875199841335,True,704,175,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5630.897142857143,True,10.435147708356299,52.1757385417815,74.08852157943066,116.80000000000001,0.0,1.5679918294306676,0.43970125,68.4375,1075,200000,3
ga,slack,ga+slack,32,0.25,6,96,8.000025,0.6617876420004905,0.1038129399985337,True,656,173,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5731.35260115607,True,10.432575867768593,52.16287933884297,75.11294765840219,116.80000000000001,0.0,1.567589979338841,0.44463484375000006,67.8125,1024,200000,3
ga,slack,ga+slack,32,0.25,7,96,8.000095,0.9748667950007075,0.10447177999958512,True,646,180,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5707.25,True,10.371082866483007,51.855414332415044,78.50431588613405,116.80000000000001,0.0,1.5579816978879704,0.45457078125000006,67.8125,1029,200000,3
ga,slack,ga+slack,32,0.5,0,96,15.999975000000001,0.709262136999314,0.11902953699973295,True,716,157,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6275.08280254777,True,16.578929504499538,82.89464752249769,102.60899908172635,116.80000000000001,0.0,2.5279577350780538,0.6992378125,78.75,1050,200000,3
ga,slack,ga+slack,32,0.5,1,96,16.00009,0.6606512350008416,0.15082586299831746,True,700,164,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5641.451219512195,True,15.787356010284679,78.9367800514234,99.2811753902663,116.80000000000001,0.0,2.404274376606978,0.7355921875,77.5,1051,200000,3
ga,slack,ga+slack,32,0.5,2,96,16.000155,0.6694945149993146,0.1583165439988079,True,680,190,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5275.394736842105,True,15.8798998530762,79.39949926538101,100.28246097337006,116.80000000000001,0.0,2.418734352043157,0.7443675000000001,79.375,1082,200000,3
ga,slack,ga+slack,32,0.5,3,96,16.0,0.6625315710007271,0.1550170350001281,True,707,179,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5405.849162011174,True,15.610884910192846,78.05442455096424,96.36253443526171,116.80000000000001,0.0,2.37670076721763,0.74703359375,76.875,1089,200000,3
ga,slack,ga+slack,32,0.5,4,96,15.999935,1.1562689900001715,0.15096116499989876,True,610,155,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5450.8967741935485,True,16.12651148833792,80.6325574416896,102.33351698806244,116.80000000000001,0.0,2.4572674200528004,0.69516109375,79.375,942,200000,3
ga,slack,ga+slack,32,0.5,5,96,16.000005,0.6814507300005062,0.1650036290011485,True,743,197,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6027.203045685279,True,16.22690640918273,81.13453204591366,99.10156106519743,116.80000000000001,0.0,2.472954126434802,0.7648140625,77.1875,1158,200000,3
ga,slack,ga+slack,32,0.5,6,96,16.000055,1.685519992000991,0.17881329199917673,True,656,173,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5450.774566473989,True,16.147874596510576,80.73937298255288,99.41818181818181,116.80000000000001,0.0,2.460605405704773,0.72204546875,78.4375,1023,200000,3
ga,slack,ga+slack,32,0.5,7,96,15.99997,1.7626468750004278,0.1852252659991791,True,646,180,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5235.772222222222,True,15.960608485583105,79.80304242791553,99.04683195592285,116.80000000000001,0.0,2.4313450758723576,0.73108015625,78.125,1028,200000,3
ga,slack,ga+slack,32,0.75,0,96,23.99986,1.7614957539990428,0.20857872499982477,True,756,168,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3315.214285714286,True,22.018646662626256,110.0932333131313,115.69843893480258,116.80000000000001,0.0,3.377913541035356,0.94639765625,87.5,1115,200000,3
ga,slack,ga+slack,32,0.75,1,96,23.99983,1.7912565149999864,0.2402157590004208,True,729,192,0.0,0.09375,0.019543973941368076,1.0,0.9109393511770514,0.9109393511770514,0.9109393511770514,4167.7683615819205,True,21.701574357392094,108.50787178696048,111.50266299357209,116.80000000000001,0.0,3.3283709933425136,0.98493234375,84.6875,1121,200000,3
ga,slack,ga+slack,32,0.75,2,96,24.000035,0.8085589479996997,0.1736659399994096,True,752,169,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3550.94674556213,True,21.983606483011915,109.91803241505959,114.05179063360882,116.80000000000001,0.0,3.372438512970613,0.9614521874999999,86.5625,1110,200000,3
ga,slack,ga+slack,32,0.75,3,96,24.00001,0.676900819000366,0.1440938969990384,True,692,166,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3717.259036144578,True,22.012150846648304,110.06075423324152,115.3366391184573,116.80000000000001,0.0,3.3768985697887968,0.95025953125,87.1875,1045,200000,3
ga,slack,ga+slack,32,0.75,4,96,23.99979,0.6847451809990162,0.1436640379997698,True,610,155,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3621.1935483870966,True,21.942830246464634,109.71415123232318,116.51239669421487,116.80000000000001,0.0,3.366067226010097,0.94280640625,87.5,941,200000,3
ga,slack,ga+slack,32,0.75,5,96,23.99981,0.6845810819995677,0.10801887100024032,True,676,141,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3802.31914893617,True,21.87434666005509,109.37173330027545,116.43048668503215,116.80000000000001,0.0,3.3553666656336087,0.93544953125,87.8125,981,200000,3
ga,slack,ga+slack,32,0.75,6,96,24.00001,0.6592564420006966,0.12472602599882521,True,678,167,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3488.7784431137725,True,22.078419471074387,110.39209735537194,116.78310376492195,116.80000000000001,0.0,3.3872530423553697,0.9452415624999999,87.8125,1035,200000,3
ga,slack,ga+slack,32,0.75,7,96,24.00019,0.6826855599992996,0.13128212700030417,True,695,181,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3645.6298342541436,True,21.873426315518795,109.36713157759398,112.06170798898071,116.80000000000001,0.0,3.355222861799817,0.97520765625,85.9375,1081,200000,3
ga,slack,ga+slack,32,0.85,0,96,27.2001,1.759167158999844,0.28556718999971054,True,756,168,0.0,0.6904761904761905,0.12554112554112554,1.0,0.3241389795794585,0.3241389795794585,0.3241389795794585,27849.159574468085,True,24.19345309090911,120.96726545454555,121.30578512396696,116.80000000000001,0.97998,3.717727045454549,0.9967771875,90.625,1040,200000,3
ga,slack,ga+slack,32,0.85,1,96,27.19989,0.8147657540012005,0.15213104900067265,True,703,144,0.0,0.5347222222222222,0.09090909090909091,1.0,0.49231243390633417,0.49231243390633417,0.49231243390633417,13459.033333333333,True,24.13319934876035,120.66599674380176,121.17024793388431,116.80000000000001,0.966305,3.7083123982438035,0.9956465625,90.3125,959,200000,3
ga,slack,ga+slack,32,0.85,2,96,27.19989,0.7861739180007135,0.17483531500147365,True,637,200,0.0,0.615,0.14695340501792115,1.0,0.4040972604445686,0.4040972604445686,0.4040972604445686,11970.73,True,23.92616024132231,119.63080120661157,119.65950413223142,116.80000000000001,0.991,3.675962537706613,0.99971765625,90.0,958,200000,3
ga,slack,ga+slack,32,0.85,3,96,27.200095,1.51797206899937,0.15014707499904034,True,729,158,0.0,0.41139240506329117,0.07328072153325817,1.0,0.6044968370259262,0.6044968370259262,0.6044968370259262,6161.442307692308,True,24.22778827695135,121.13894138475676,121.76712580348945,116.80000000000001,0.954785,3.7230919182736435,0.994254375,90.625,1011,200000,3
ga,slack,ga+slack,32,0.85,4,96,27.200085,0.6755592950012215,0.16113059099916427,True,639,175,0.0,0.4685714285714286,0.10073710073710074,1.0,0.5551408869431915,0.5551408869431915,0.5551408869431915,10087.365217391305,True,24.393898697520648,121.96949348760324,122.12892561983472,116.80000000000001,0.996255,3.749046671487604,0.9984954687500001,90.9375,949,200000,3
ga,slack,ga+slack,32,0.85,5,96,27.199845,0.6678078029999597,0.15652565299933485,True,655,183,0.0,0.6010928961748634,0.13126491646778043,1.0,0.42739874986712145,0.42739874986712145,0.42739874986712145,10483.813186813188,True,23.884263818181815,119.42131909090908,119.65950413223142,116.80000000000001,0.97301,3.66941622159091,0.99765703125,90.0,949,200000,3
ga,slack,ga+slack,32,0.85,6,96,27.199885,0.6771109669989528,0.1601381600012246,True,678,167,0.0,0.5449101796407185,0.1076923076923077,1.0,0.5050278525934381,0.5050278525934381,0.5050278525934381,12842.181818181818,True,24.285579892745673,121.42789946372838,121.65840220385677,116.80000000000001,0.98005,3.732121858241505,0.9978803125,90.625,976,200000,3
ga,slack,ga+slack,32,0.85,7,96,27.199905,0.6794805240006099,0.17965592099972127,True,706,183,0.0,0.5628415300546448,0.11586051743532058,1.0,0.4371584699453552,0.4371584699453552,0.4371584699453552,11108.41237113402,True,23.987442657851233,119.93721328925618,120.00330578512398,116.80000000000001,0.99514,3.6855379152892533,0.9993356250000001,90.0,1010,200000,3
ga,slack,ga+slack,32,0.95,0,96,30.39994,1.7074605870002415,0.15890613900046446,True,665,172,0.0,0.5755813953488372,0.11827956989247312,1.0,0.442719159820341,0.442719159820341,0.442719159820341,12108.135416666666,True,29.178668000000034,145.8933400000002,146.0,116.80000000000001,1.0,4.496666874999996,0.99916671875,100.0,955,200000,3
ga,slack,ga+slack,32,0.95,1,96,30.400009999999998,1.7395733379999,0.12427835800008324,True,619,161,0.0,0.4968944099378882,0.10256410256410256,1.0,0.5194642413530374,0.5194642413530374,0.5194642413530374,7490.881720430108,True,29.132031999999988,145.66015999999996,146.0,116.80000000000001,1.0,4.4893799999999935,0.9973449999999999,100.0,896,200000,3
ga,slack,ga+slack,32,0.95,2,96,30.399875,0.6930487989993708,0.1707463029997598,True,637,200,0.0,0.615,0.14695340501792115,1.0,0.408534318478846,0.408534318478846,0.408534318478846,11651.356435643564,True,29.19525200000001,145.97626000000005,146.0,116.80000000000001,1.0,4.4992581249999954,0.99981453125,100.0,960,200000,3
ga,slack,ga+slack,32,0.95,3,96,30.40007,1.7168045259986684,0.1806094879993907,True,802,181,0.0,0.6464088397790055,0.1190233977619532,1.0,0.3778874890273565,0.3778874890273565,0.3778874890273565,16219.875,True,29.135068000000008,145.67534000000006,146.0,116.80000000000001,0.999115,4.489854374999995,0.99746359375,100.0,1090,200000,3
ga,slack,ga+slack,32,0.95,4,96,30.400100000000002,0.6504124290004256,0.14629274000071746,True,710,162,0.0,0.5061728395061729,0.09403669724770643,1.0,0.5064346293775839,0.5064346293775839,0.5064346293775839,7547.05376344086,True,29.143504000000025,145.71752000000015,146.0,116.80000000000001,1.0,4.491172499999995,0.997793125,100.0,988,200000,3
ga,slack,ga+slack,32,0.95,5,96,30.399905,0.6964076009990094,0.1494643999994878,True,655,183,0.0,0.5628415300546448,0.12291169451073986,1.0,0.4595142707166281,0.4595142707166281,0.4595142707166281,9817.663265306122,True,29.157420000000005,145.78710000000004,146.0,116.80000000000001,1.0,4.493346874999997,0.9983367187500001,100.0,959,200000,3
ga,slack,ga+slack,32,0.95,6,96,30.40002,1.6562033440004598,0.13681972099948325,True,612,159,0.0,0.610062893081761,0.125810635538262,1.0,0.41100223919428214,0.41100223919428214,0.41100223919428214,14642.258823529412,True,29.001895900826455,145.0094795041323,145.17685950413224,116.80000000000001,1.0,4.4690462345041215,0.9986923437499999,99.6875,875,200000,3
ga,slack,ga+slack,32,0.95,7,96,30.399865000000002,0.7118787510007678,0.17121982100070454,True,701,183,0.0,0.6338797814207651,0.13122171945701358,1.0,0.38442727105904717,0.38442727105904717,0.38442727105904717,13915.595744680852,True,29.12932400000003,145.64662000000015,146.0,116.80000000000001,1.0,4.488956874999987,0.99723921875,100.0,1000,200000,3
ga,slack,ga+slack,32,1.0,0,96,32.000055,1.104137702999651,0.14990438700078812,False,657,158,0.0471841704718417,0.9873417721518988,0.2294478527607362,1.0,0.012658227848101266,0.012658227848101266,0.012658227848101266,53993.0,False,29.19976399999999,145.99881999999997,146.0,116.80000000000001,1.0,4.499963124999997,0.99999078125,100.0,797,200000,3
ga,slack,ga+slack,32,1.0,1,96,32.00005,0.6812395239994657,0.1699445909998758,False,652,173,0.08128834355828221,0.9190751445086706,0.25696969696969696,1.0,0.08092485549132948,0.08092485549132948,0.08092485549132948,28940.75,False,29.2,146.0,146.0,116.80000000000001,1.0,4.500000000000001,1.0,100.0,853,200000,3
ga,slack,ga+slack,32,1.0,2,96,31.9999,0.6911618529993575,0.17760744699990028,False,697,156,0.11190817790530846,0.967948717948718,0.268464243845252,1.0,0.03205128205128205,0.03205128205128205,0.03205128205128205,57410.57142857143,False,29.20000000000005,146.00000000000026,146.0,116.80000000000001,1.0,4.500000000000003,1.0,100.0,872,200000,3
ga,slack,ga+slack,32,1.0,3,96,31.99987,0.6738735889994132,0.21114296300038404,False,802,181,0.07605985037406483,0.988950276243094,0.2441505595116989,1.0,0.011049723756906077,0.011049723756906077,0.011049723756906077,23125.0,False,29.199439999999992,145.99719999999996,146.0,116.80000000000001,1.0,4.499912499999998,0.9999781249999999,100.0,990,200000,3
ga,slack,ga+slack,32,1.0,4,96,31.99989,0.6706332720004866,0.1723692099985783,False,656,168,0.06402439024390244,0.9702380952380952,0.2487864077669903,1.0,0.02976190476190476,0.02976190476190476,0.02976190476190476,34264.57142857143,False,29.200000000000003,146.00000000000003,146.0,116.80000000000001,1.0,4.499999999999995,1.0,100.0,835,200000,3
ga,slack,ga+slack,32,1.0,5,96,32.000105,0.6903650830008701,0.1822740649986372,False,655,183,0.06564885496183206,0.9781420765027322,0.2649164677804296,1.0,0.02185792349726776,0.02185792349726776,0.02185792349726776,18883.6,False,29.199999999999992,145.99999999999997,146.0,116.80000000000001,1.0,4.499999999999992,1.0,100.0,851,200000,3
ga,slack,ga+slack,32,1.0,6,96,31.99998,1.0963174209991848,0.14673720300015702,False,678,172,0.0471976401179941,1.0,0.24,1.0,0.0,0.0,0.0,64669.0,False,29.200000000000003,146.00000000000003,146.0,116.80000000000001,1.0,4.500000000000003,1.0,100.0,854,200000,3
ga,slack,ga+slack,32,1.0,7,96,32.000205,0.6990034399987053,0.14962330799971824,False,583,174,0.04631217838765009,0.9942528735632183,0.26420079260237783,1.0,0.005747126436781609,0.005747126436781609,0.005747126436781609,70505.75,False,29.200000000000028,146.00000000000014,146.0,116.80000000000001,1.0,4.4999999999999964,1.0,100.0,732,200000,3
ga,slack,ga+slack,8,0.25,0,32,1.999925,1.0735171750002337,0.009349534999273601,True,196,38,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5030.5,True,2.861756088154267,14.308780440771336,22.26446280991735,30.400000000000002,0.0,1.5385975550964188,0.41876312499999996,70.0,296,200000,4
ga,slack,ga+slack,8,0.25,1,32,2.000075,1.0692743540002994,0.009439067000130308,True,198,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5103.829268292683,True,2.8868669090909096,14.434334545454549,22.26446280991735,30.400000000000002,0.0,1.5542918181818186,0.43005125,70.0,304,200000,4
ga,slack,ga+slack,8,0.25,2,32,1.99997,1.697828913000194,0.01789010100037558,True,169,50,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5519.9,True,2.9863338402203854,14.931669201101927,22.26446280991735,30.400000000000002,0.0,1.6164586501377416,0.46989125,70.0,293,200000,4
ga,slack,ga+slack,8,0.25,3,32,1.9999850000000001,1.6849158350014477,0.012610992998816073,True,182,32,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4762.40625,True,2.809381928374656,14.046909641873281,22.26446280991735,30.400000000000002,0.0,1.5058637052341601,0.39429625,70.0,267,200000,4
ga,slack,ga+slack,8,0.25,4,32,1.99996,0.6415222399991762,0.00974600999870745,True,205,38,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5266.8421052631575,True,2.882284991735537,14.411424958677687,22.26446280991735,30.400000000000002,0.0,1.5514281198347097,0.422400625,70.0,305,200000,4
ga,slack,ga+slack,8,0.25,5,32,2.0,0.8091586210011883,0.01759760599998117,True,252,42,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4665.428571428572,True,2.8660040440771337,14.33002022038567,22.26446280991735,30.400000000000002,0.0,1.5412525275482087,0.422351875,70.0,360,200000,4
ga,slack,ga+slack,8,0.25,6,32,1.999955,0.6971129479989031,0.015202270000372664,True,189,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4995.170731707317,True,2.880083482093663,14.400417410468316,22.26446280991735,30.400000000000002,0.0,1.550052176308539,0.42740999999999996,70.0,295,200000,4
ga,slack,ga+slack,8,0.25,7,32,1.99993,1.6476035100004083,0.01679951199912466,True,230,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5064.292682926829,True,2.8897966721763075,14.448983360881538,22.26446280991735,30.400000000000002,0.0,1.5561229201101932,0.42774875,70.0,336,200000,4
ga,slack,ga+slack,8,0.5,0,32,4.000055,1.7002187790003518,0.015395747999718878,True,196,38,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4959.315789473684,True,4.506520418732785,22.53260209366393,30.132231404958677,30.400000000000002,0.0,2.5665752617079876,0.65783625,85.0,295,200000,4
ga,slack,ga+slack,8,0.5,1,32,4.000005,0.6147106610005721,0.010816525000336696,True,198,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4876.585365853659,True,4.576077542699724,22.88038771349862,30.132231404958677,30.400000000000002,0.0,2.6100484641873276,0.6582281249999999,85.0,304,200000,4
ga,slack,ga+slack,8,0.5,2,32,3.999895,0.6462451980005426,0.013187956999900052,True,169,50,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4469.5,True,4.0731554975206645,20.365777487603324,24.576308539944904,30.400000000000002,0.0,2.295722185950414,0.784180625,77.5,293,200000,4
ga,slack,ga+slack,8,0.5,3,32,3.999975,0.6118264079996152,0.0085838609993516,True,182,32,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4644.09375,True,4.47358473829201,22.367923691460053,30.132231404958677,30.400000000000002,0.0,2.5459904614325053,0.628583125,85.0,269,200000,4
ga,slack,ga+slack,8,0.5,4,32,4.000015,0.6420164969986217,0.010570430998996017,True,205,38,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5184.789473684211,True,4.547926787878785,22.739633939393926,30.132231404958677,30.400000000000002,0.0,2.592454242424244,0.6563575,85.0,305,200000,4
ga,slack,ga+slack,8,0.5,5,32,3.999915,0.6359357590008585,0.012487722000514623,True,252,42,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4636.0,True,4.516615977961433,22.58307988980717,30.132231404958677,30.400000000000002,0.0,2.572884986225896,0.6599550000000001,85.0,360,200000,4
ga,slack,ga+slack,8,0.5,6,32,4.000045,0.6400722700000188,0.009802472000956186,True,189,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4901.390243902439,True,4.535662677685947,22.678313388429736,30.132231404958677,30.400000000000002,0.0,2.584789173553718,0.66383625,85.0,295,200000,4
ga,slack,ga+slack,8,0.5,7,32,3.999975,1.1232460890005314,0.010556043998803943,True,230,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4915.195121951219,True,4.563843570247937,22.81921785123969,30.132231404958677,30.400000000000002,0.0,2.602402231404958,0.6596575,85.0,335,200000,4
ga,slack,ga+slack,8,0.75,0,32,5.999925,0.7211969599993608,0.01153685899953416,True,197,46,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3699.7391304347825,True,5.822193820752986,29.110969103764933,30.00367309458219,30.400000000000002,0.0,3.3888711379706153,0.9634518750000001,87.5,313,200000,4
ga,slack,ga+slack,8,0.75,1,32,5.999975,1.585708517999592,0.01103408800008765,True,198,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3699.682926829268,True,5.764500418732784,28.822502093663925,30.23875114784206,30.400000000000002,0.0,3.3528127617079893,0.9512475,87.5,304,200000,4
ga,slack,ga+slack,8,0.75,2,32,5.999985,0.6673864790009247,0.011816003001513309,True,169,50,0.0,0.04,0.0091324200913242,1.0,0.9734689655172414,0.9734689655172414,0.9734689655172414,4290.244897959184,True,5.875598674747474,29.37799337373737,30.00367309458219,30.400000000000002,0.0,3.422249171717173,0.97505625,87.5,292,200000,4
ga,slack,ga+slack,8,0.75,3,32,5.99992,0.7875987400002487,0.015463955000086571,True,196,40,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3648.55,True,5.732146863544536,28.66073431772268,30.00367309458219,30.400000000000002,0.0,3.332591789715337,0.947095625,87.5,300,200000,4
ga,slack,ga+slack,8,0.75,4,32,5.999905,0.6479224100003194,0.010288770999977714,True,205,38,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3645.9473684210525,True,5.74290713719008,28.714535685950406,30.121212121212125,30.400000000000002,0.0,3.339316960743803,0.9437525,87.5,305,200000,4
ga,slack,ga+slack,8,0.75,5,32,5.999905,0.6296524590015906,0.01193340600002557,True,252,42,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3225.3809523809523,True,5.71571427327824,28.578571366391202,30.00367309458219,30.400000000000002,0.0,3.322321420798899,0.9416875,87.5,360,200000,4
ga,slack,ga+slack,8,0.75,6,32,5.999975,0.6407246220005618,0.010135598000488244,True,189,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4241.121951219512,True,5.741282687603308,28.70641343801654,30.121212121212125,30.400000000000002,0.0,3.3383016797520666,0.9479375000000001,87.5,295,200000,4
ga,slack,ga+slack,8,0.75,7,32,5.999955,0.6258589200006099,0.012411151999913272,True,230,41,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3630.829268292683,True,5.759533883930214,28.797669419651072,30.121212121212125,30.400000000000002,0.0,3.3497086774563827,0.9474568750000001,87.5,336,200000,4
ga,slack,ga+slack,8,0.85,0,32,6.80019,1.7334947190011007,0.024939592000009725,True,197,46,0.0,0.7608695652173914,0.1440329218106996,1.0,0.2391304347826087,0.2391304347826087,0.2391304347826087,17862.214285714286,True,5.9983805660238785,29.991902830119393,30.00367309458219,30.400000000000002,0.0,3.4989878537649237,0.999536875,87.5,281,200000,4
ga,slack,ga+slack,8,0.85,1,32,6.800135,1.6993480159999308,0.023411457001202507,True,198,41,0.0,0.8292682926829268,0.14225941422594143,1.0,0.17073170731707318,0.17073170731707318,0.17073170731707318,16899.1,True,5.997989051239669,29.989945256198347,30.00367309458219,30.400000000000002,0.0,3.4987431570247947,0.999305625,87.5,272,200000,4
ga,slack,ga+slack,8,0.85,2,32,6.799925,1.7203032790002908,0.02420800199979567,True,169,50,0.0,0.88,0.2009132420091324,1.0,0.12,0.12,0.12,15256.25,True,6.0242424242424235,30.12121212121212,30.121212121212125,30.400000000000002,0.0,3.515151515151516,1.0,87.5,251,200000,4
ga,slack,ga+slack,8,0.85,3,32,6.79992,1.7202414570001565,0.021172740000110934,True,196,40,0.0,0.775,0.13135593220338984,1.0,0.24682297154899896,0.24682297154899896,0.24682297154899896,6961.363636363636,True,5.997688010651976,29.988440053259882,30.00367309458219,30.400000000000002,0.0,3.4985550066574853,0.999400625,87.5,271,200000,4
ga,slack,ga+slack,8,0.85,4,32,6.799945,0.6717693539994798,0.015617242999724112,True,205,38,0.0,0.8421052631578947,0.13168724279835392,1.0,0.1613273915144629,0.1613273915144629,0.1613273915144629,27173.0,True,5.997608589164374,29.98804294582187,30.00367309458219,30.400000000000002,0.0,3.4985053682277347,0.999385,87.5,276,200000,4
ga,slack,ga+slack,8,0.85,5,32,6.799995,0.6433353849988634,0.019467149999400135,True,252,42,0.0,0.8809523809523809,0.12585034013605442,1.0,0.1211538068680926,0.1211538068680926,0.1211538068680926,35409.666666666664,True,5.996801945270889,29.984009726354447,30.00367309458219,30.400000000000002,0.0,3.498001215794306,0.999198125,87.5,327,200000,4
ga,slack,ga+slack,8,0.85,6,32,6.799975,1.660534689999622,0.021847493000677787,True,189,41,0.0,0.8048780487804879,0.14347826086956522,1.0,0.21161302607776378,0.21161302607776378,0.21161302607776378,4440.888888888889,True,6.024242424242423,30.121212121212114,30.121212121212125,30.400000000000002,0.0,3.515151515151514,1.0,87.5,263,200000,4
ga,slack,ga+slack,8,0.85,7,32,6.7999,0.6209845170014887,0.016255317999821273,True,240,36,0.0,0.7222222222222222,0.09420289855072464,1.0,0.2777777777777778,0.2777777777777778,0.2777777777777778,5798.909090909091,True,6.01928653663912,30.0964326831956,30.121212121212125,30.400000000000002,0.0,3.512054085399449,0.999185,87.5,311,200000,4
ga,slack,ga+slack,8,0.95,0,32,7.59985,0.6441526290000184,0.016476105000037933,True,197,46,0.0,0.8913043478260869,0.16872427983539096,1.0,0.10869565217391304,0.10869565217391304,0.10869565217391304,2964.0,True,7.106115702479336,35.53057851239668,35.530578512396694,30.400000000000002,1.0,4.191322314049587,1.0,96.25,272,200000,4
ga,slack,ga+slack,8,0.95,1,32,7.600015,0.6563376960002643,0.013636542000313057,True,198,41,0.0,0.7804878048780488,0.13389121338912133,1.0,0.21951219512195122,0.21951219512195122,0.21951219512195122,3078.777777777778,True,7.268755801652887,36.343779008264434,36.35371900826446,30.400000000000002,1.0,4.292972376033055,0.999689375,97.5,271,200000,4
ga,slack,ga+slack,8,0.95,2,32,7.599895,0.8231215159994463,0.016035628999816254,True,169,50,0.0,0.84,0.1917808219178082,1.0,0.16,0.16,0.16,15535.777777777777,True,7.270743801652893,36.35371900826447,36.35371900826446,30.400000000000002,1.0,4.294214876033057,1.0,97.5,252,200000,4
ga,slack,ga+slack,8,0.95,3,32,7.59997,1.0027772020002885,0.014066825999179855,True,196,40,0.0,0.8,0.13559322033898305,1.0,0.22496028477288776,0.22496028477288776,0.22496028477288776,4345.444444444444,True,7.265147801652886,36.325739008264435,36.35371900826446,30.400000000000002,1.0,4.290717376033059,0.999125625,97.5,269,200000,4
ga,slack,ga+slack,8,0.95,4,32,7.600005,0.6744465379997564,0.015328888999647461,True,205,38,0.0,0.8157894736842105,0.12757201646090535,1.0,0.18421052631578946,0.18421052631578946,0.18421052631578946,20623.9,True,7.263655801652891,36.318279008264454,36.35371900826446,30.400000000000002,1.0,4.289784876033055,0.9988925,97.5,277,200000,4
ga,slack,ga+slack,8,0.95,5,32,7.6,0.6386492990004626,0.019337117000759463,True,252,42,0.0,0.9523809523809523,0.1360544217687075,1.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,47925.75,True,7.1059837024793415,35.52991851239671,35.530578512396694,30.400000000000002,1.0,4.1912398140495855,0.999979375,96.25,321,200000,4
ga,slack,ga+slack,8,0.95,6,32,7.59995,0.6305702659992676,0.019234892999520525,True,222,49,0.0,0.8979591836734694,0.16236162361623616,1.0,0.11782603052444322,0.11782603052444322,0.11782603052444322,34498.72727272727,True,7.2707438016529,36.353719008264505,36.35371900826446,30.400000000000002,1.0,4.2942148760330525,1.0,97.5,306,200000,4
ga,slack,ga+slack,8,0.95,7,32,7.59989,0.6282305090007867,0.015868451999267563,True,253,40,0.0,0.75,0.10238907849829351,1.0,0.25,0.25,0.25,3353.9,True,7.270712033057856,36.35356016528928,36.35371900826446,30.400000000000002,1.0,4.294195020661157,0.99999375,97.5,327,200000,4
