offline_policy,online_policy,policy,n_cores,u_per_core,seed,n_tasks,total_utilization,solve_seconds,sim_seconds,offline_feasible,n_hard_jobs,n_soft_jobs,hard_miss_ratio,soft_miss_ratio,deadline_miss_ratio,acceptance_ratio,qos_mean,qos_weighted,qos_accepted,soft_response_mean_ticks,schedulable,energy_j,mean_chip_power_w,peak_chip_power_w,tdp_w,tdp_violation_ratio,mean_core_power_w,mean_core_busy_ratio,mean_core_level,sim_steps,horizon_ticks
ga,slack,ga+slack,16,0.85,0,64,13.599965000000001,1.5565386920006858,0.07924842499960505,True,423,79,0.0,0.7468354430379747,0.11752988047808766,1.0,0.2665837921127337,0.2665837921127337,0.2665837921127337,16033.6875,True,11.951969696602387,59.759848483011936,59.7623507805326,59.2,0.998665,3.609990530188248,0.9999165624999999,88.75,558,200000
ga,slack,ga+slack,16,0.85,1,64,13.59996,0.5434709799992561,0.043392122999648564,True,397,81,0.0,0.7530864197530864,0.12761506276150628,1.0,0.24814058323308727,0.24814058323308727,0.24814058323308727,17158.25,True,11.807471065564743,59.03735532782372,59.06556473829202,59.2,0.0,3.564834707988981,0.9992865625,88.125,530,200000
ga,slack,ga+slack,16,0.85,2,64,13.599925,1.5984227990011277,0.10374642399983713,True,540,100,0.0,0.82,0.128125,1.0,0.18953978405392718,0.18953978405392718,0.18953978405392718,26722.242424242424,True,11.971364612672195,59.85682306336098,60.00624426078972,59.2,0.971145,3.6160514414600544,0.996898125,88.75,696,200000
ga,slack,ga+slack,16,0.85,3,64,13.599895,0.5676931879988842,0.07229942099911568,True,562,100,0.0,0.74,0.11178247734138973,1.0,0.2806515443491459,0.2806515443491459,0.2806515443491459,12596.722222222223,True,11.995928619651059,59.979643098255295,59.997428833792476,59.2,0.996145,3.6237276936409555,0.9995940625,88.75,722,200000
ga,slack,ga+slack,16,0.85,4,64,13.59974,0.5731559910000215,0.0455737140000565,True,368,86,0.0,0.6744186046511628,0.1277533039647577,1.0,0.32559019853382953,0.32559019853382953,0.32559019853382953,11276.972222222223,True,12.021734049586787,60.10867024793394,60.11496786042241,59.2,0.99813,3.6317918904958684,0.9998125,88.75,514,200000
ga,slack,ga+slack,16,0.85,5,64,13.59974,1.542002013000456,0.09570873399934499,True,480,96,0.0,0.7291666666666666,0.12152777777777778,1.0,0.28575325862285866,0.28575325862285866,0.28575325862285866,19181.48717948718,True,12.108480132966028,60.54240066483014,60.58549127640037,59.2,0.983375,3.6589000415518784,0.9989006250000001,89.375,638,200000
ga,slack,ga+slack,16,0.85,6,64,13.600085,0.5893617199999426,0.06817392500124697,True,526,93,0.0,0.7849462365591398,0.11793214862681745,1.0,0.21505376344086022,0.21505376344086022,0.21505376344086022,19350.296296296296,True,11.970033806427923,59.85016903213962,59.861891643709825,59.2,0.99631,3.615635564508723,0.9997693750000001,88.125,670,200000
ga,slack,ga+slack,16,0.85,7,64,13.600075,1.0468520199992781,0.05698062700139417,True,466,94,0.0,0.7340425531914894,0.12321428571428572,1.0,0.2753308508947263,0.2753308508947263,0.2753308508947263,16358.21052631579,True,11.950923025527986,59.75461512763994,59.7623507805326,59.2,0.997565,3.6096634454775036,0.9998478125,88.75,621,200000
ga,slack,ga+slack,16,0.95,0,64,15.20006,0.5748401309992914,0.04687855900010618,True,423,79,0.0,0.6075949367088608,0.09561752988047809,1.0,0.42339028819665164,0.42339028819665164,0.42339028819665164,8148.923076923077,True,14.628319900826435,73.14159950413219,73.17685950413224,59.2,1.0,4.446349969008267,0.9994490625,99.375,565,200000
ga,slack,ga+slack,16,0.95,1,64,15.200085,0.5454327709994686,0.042805912999028806,True,397,81,0.0,0.6172839506172839,0.10460251046025104,1.0,0.4020305574525946,0.4020305574525946,0.4020305574525946,10689.439024390244,True,14.629655900826432,73.14827950413216,73.17685950413224,59.2,1.0,4.446767469008266,0.9995534375,99.375,542,200000
