update,steps,episode_return,policy_loss,value_loss,entropy,approx_kl
117,269568,-18.630434611216728,-0.0007929390119695845,0.026470571639947593,1.7011348530650139,0.003154740740582282
118,271872,-18.906112182963128,-0.00046825654539538186,0.02434234751854092,1.7670073807239532,0.0014280602789919303
119,274176,-18.986513422690933,-0.0007306967833452527,0.024747701361775398,1.6422915235161781,0.0005883376241197563
120,276480,-18.84527297781262,-3.353946213890957e-05,0.01869366702158004,1.657770350575447,0.0016754845105929738
121,278784,-18.798721354572894,-0.001491580514387636,0.031368994154036045,1.9709151312708855,0.002169847581272835
122,281088,-18.899062917238744,-0.00030957937916140446,0.02362196333706379,1.6834997907280922,0.000454119176734164
123,283392,-18.01159703934073,-0.0007302558233277523,0.024029920576140285,1.7683751657605171,0.004367996417619856
124,285696,-18.259925828515865,-0.0018078145716471095,0.03669629630167037,1.6731682270765305,0.004050577755656882
125,288000,-18.19615189253379,-0.002046005885050467,0.021969910245388746,1.6414888575673103,0.004026936341486161
126,290304,-18.39496419421939,-0.00028676358448997963,0.033749096910469234,1.9600377678871155,0.002507498373941215
127,292608,-17.878174969802185,-0.0003229322167296947,0.02442201506346464,1.6954723000526428,0.0009199683955153498
128,294912,-17.79192890666676,-0.0007394501710046436,0.022868560859933496,1.7831948101520538,0.000769861178620582
129,297216,-17.61096065789131,-0.00028389892395352945,0.025305909221060574,1.688398227095604,0.001156104822194316
130,299520,-17.20456151365934,-0.000548932046045697,0.02135424700099975,1.667714312672615,0.0007833732819967215
131,301824,-17.285892477499825,-0.0007128627122610087,0.027903445763513446,1.974285751581192,0.0008231709705468246
132,304128,-17.012235602495696,-0.0004149220979141055,0.026708738994784653,1.7008081302046776,0.000721789828692939
133,306432,-17.0775736443031,-0.0012321024128330582,0.026040136348456144,1.745803825557232,0.002071254333335066
134,308736,-16.634353447109223,-0.00022255609533455845,0.03208414628170431,1.6311071887612343,0.006551456560297689
135,311040,-16.48311740520332,-0.0009662108864681995,0.019521142065059394,1.6175352334976196,0.002283059349792893
136,313344,-16.43602658141202,-0.0016524590442309472,0.03641101229004562,1.939927026629448,0.003953137193320799
137,315648,-16.294393498558723,-0.0001779864232010625,0.025835129315964878,1.6294966638088226,0.001071514013650206
138,317952,-16.581547841038322,-0.0007471307631021773,0.02612394408788532,1.7364083230495453,0.0018568031741147527
139,320256,-16.71977517866553,-0.0011693480087918706,0.02320571686141193,1.6554656773805618,0.0017529649875440453
140,322560,-17.45034002065144,-0.0012711244331108512,0.027754024136811495,1.6478287428617477,0.0020917178435411188
141,324864,-17.816362850887316,-0.001314595660161899,0.0309131023241207,1.945468045771122,0.0017959576787234255
142,327168,-18.040920248269728,-0.0014723017104390501,0.029431301751174033,1.6449977308511734,0.001519606644099743
143,329472,-18.27581490466752,-0.0025248194188962868,0.02748309005983174,1.7668584287166595,0.006777804312277012
144,331776,-18.13250333859184,-0.0006575944488657927,0.025447424268350005,1.6700939536094666,0.0006184358727397109
145,334080,-18.115333917283124,-0.000726514899731176,0.020792311523109674,1.653164193034172,0.0029339081565922243
146,336384,-17.705055047683153,-0.000841044253118324,0.029200521064922214,1.9672056511044502,0.0010404310716391283
147,338688,-17.11989822238446,-0.0016907883865415752,0.02176657668314874,1.6677692010998726,0.004876434683461007
148,340992,-16.479524727126574,0.00013644759064845857,0.02737258339766413,1.7632274478673935,0.001474957486506254
149,343296,-16.468579442496615,-0.0006010402537728818,0.022633197368122637,1.6574228778481483,0.003020626299075957
150,345600,-16.61991364492654,-0.0024536497840017546,0.02348587941378355,1.6498307436704636,0.003952726207292774
151,347904,-16.79649378234214,-0.0013835650992304327,0.03566845064051449,1.9531719908118248,0.002606135504417276
152,350208,-17.060147525316502,-0.00024740772427062074,0.02154752577189356,1.6847669184207916,0.000991636245493685
153,352512,-17.083801901890286,-0.0006620884526758603,0.026359033421613276,1.7564125284552574,0.0016835418540116125
154,354816,-17.684690609572854,-0.00107160251799443,0.0241234841523692,1.6465430781245232,0.0028502396098701865
155,357120,-17.14034771335061,-0.0017992816312168425,0.018652676953934133,1.6576897278428078,0.002584747471549539
156,359424,-17.324048244053706,-0.0011656529616427894,0.025700091384351254,1.9859302565455437,0.0018721797764050683
157,361728,-17.443835698413267,-0.0015549733181817182,0.026772936340421438,1.6472927406430244,0.002665396977489662
158,364032,-17.340153619163797,-0.000911493897648219,0.02274862688500434,1.7398730367422104,0.0021637018198816804
159,366336,-17.524353863785926,-0.0005888748702255336,0.023437359952367842,1.6160187497735023,0.0039039537916525854
160,368640,-17.36876388822026,-0.0008998798740170455,0.032938422402366996,1.6022259220480919,0.002958227456777725
161,370944,-17.434329484602788,-0.0001387151125287478,0.02808091847691685,1.9323264807462692,0.00047664135020871433
162,373248,-17.213983225166196,-0.0008117885766599497,0.022462482331320643,1.6530314534902573,0.0011760117763057248
163,375552,-17.19358041491992,-0.00017022877901556877,0.024376833462156355,1.7448973208665848,0.0008987423274473055
164,377856,-17.54620943916605,-0.0017243523650765646,0.02705575432628393,1.6436272114515305,0.003291534870906313
165,380160,-17.99126134890915,-0.0004629826201683618,0.02553630038164556,1.6252846494317055,0.0008075815090427957
166,382464,-17.942937322866182,-0.0010735588881389257,0.03015796875115484,1.9256859570741653,0.0012219994850966032
167,384768,-17.807098363871184,-0.000862053202632107,0.02243696467485279,1.6430604383349419,0.0013425960329035052
168,387072,-17.799785022884457,-0.0007014868547483011,0.022622677381150424,1.733745165169239,0.0014258316460124352
169,389376,-17.802760247646287,-0.0014184063689349907,0.0330534161766991,1.6326729506254196,0.0027873569814700102
170,391680,-17.968868924889637,-0.0021395581288743415,0.029170478228479624,1.6452081128954887,0.005349220510753285
171,393984,-17.575874727807545,-0.0007802569191678946,0.027528476901352406,1.9463534131646156,0.0019840862844628443
172,396288,-16.76761381726839,-0.00031270506173719514,0.024786551715806127,1.6683810874819756,0.002060636079654109
173,398592,-16.74814142584499,-0.0035745275716989357,0.024013853166252375,1.7364243119955063,0.009127284807871346
174,400896,-16.97684567176608,-0.001270512529989276,0.0239257417852059,1.6405451223254204,0.007639136570408785
175,403200,-17.1824618997909,-0.0006067665851787751,0.021781828545499593,1.6126292273402214,0.002093391585933406
176,405504,-16.831521376203526,-0.0006136751371615123,0.024932913132943213,1.9451466277241707,0.0020867402749394776
